chapter_number,chapter_title,chapter_verse,translation
chapter 1,arjun vihd yog,1.1,dhritarashtra said o sanjay after gathering on the holy field of kurukshetra and desiring to fight what did my sons and the sons of pandu do
chapter 1,arjun vihd yog,1.2,sanjay said on observing the pandava army standing in military formation king duryodhan approached his teacher dronacharya and said the following words
chapter 1,arjun vihd yog,1.3,duryodhan said respected teacher behold the mighty army of the sons of pandu so expertly arrayed for battle by your own gifted disciple the son of drupad
chapter 1,arjun vihd yog,9.13,behold in their ranks are many powerful warriors like yuyudhan virat and drupad wielding mighty bows and equal in military prowess to bheem and arjun there are also accomplished heroes like dhrishtaketu chekitan the gallant king of kashi purujit kuntibhoj and shaibyaall the best of men in their ranks they also have the courageous yudhamanyu the gallant uttamauja the son of subhadra and the sons of draupadi who are all great warrior chiefs
chapter 1,arjun vihd yog,1.7,o best of brahmins hear too about the principal generals on our side who are especially qualified to lead these i now recount unto you
chapter 1,arjun vihd yog,1.8,there are personalities like yourself bheeshma karna kripa ashwatthama vikarn and bhurishrava who are ever victorious in battle
chapter 1,arjun vihd yog,1.9,also there are many other heroic warriors who are prepared to lay down their lives for my sake they are all skilled in the art of warfare and equipped with various kinds of weapons
chapter 1,arjun vihd yog,1.1,the strength of our army is unlimited and we are safely marshalled by grandsire bheeshma while the strength of the pandava army carefully marshalled by bheem is limited
chapter 1,arjun vihd yog,1.11,therefore i call upon all the generals of the kaurava army now to give full support to grandsire bheeshma even as you defend your respective strategic points
chapter 1,arjun vihd yog,1.12,then the grand old man of the kuru dynasty the glorious patriarch bheeshma roared like a lion and blew his conch shell very loudly giving joy to duryodhan
chapter 1,arjun vihd yog,1.13,thereafter conches kettledrums bugles trumpets and horns suddenly blared forth and their combined sound was overwhelming
chapter 1,arjun vihd yog,1.14,then from amidst the pandava army seated in a glorious chariot drawn by white horses madhav and arjun blew their divine conch shells
chapter 1,arjun vihd yog,1.15,hrishikesh blew his conch shell called panchajanya and arjun blew the devadutta bheem the voracious eater and performer of herculean tasks blew his mighty conch called paundra
chapter 1,arjun vihd yog,9.13,king yudhishthir blew the anantavijay while nakul and sahadev blew the sughosh and manipushpak the excellent archer and king of kashi the great warrior shikhandi dhrishtadyumna virat and the invincible satyaki drupad the five sons of draupadi and the mightyarmed abhimanyu son of subhadra all blew their respective conch shells o ruler of the earth
chapter 1,arjun vihd yog,1.19,the terrific sound thundered across the sky and the earth and shattered the hearts of your sons o dhritarasthra
chapter 1,arjun vihd yog,1.2,at that time the son of pandu arjun who had the insignia of hanuman on the flag of his chariot took up his bow seeing your sons arrayed against him o king arjun then spoke the following words to shree krishna
chapter 1,arjun vihd yog,9.13,arjun said o infallible one please take my chariot to the middle of both armies so that i may look at the warriors arrayed for battle whom i must fight in this great combat
chapter 1,arjun vihd yog,1.23,i desire to see those who have come here to fight on the side of the evilminded son of dhritarasthra wishing to please him
chapter 1,arjun vihd yog,1.24,sanjay said o dhritarasthra having thus been addressed by arjun the conqueror of sleep shree krishna then drew the magnificent chariot between the two armies
chapter 1,arjun vihd yog,1.25,in the presence of bheeshma dronacharya and all the other kings shree krishna said o parth behold these kurus gathered here
chapter 1,arjun vihd yog,1.26,there arjun could see stationed in both armies his fathers grandfathers teachers maternal uncles brothers cousins sons nephews grandnephews friends fathersinlaw and wellwishers
chapter 1,arjun vihd yog,1.27,seeing all his relatives present there arjun the son of kunti was overwhelmed with compassion and with deep sorrow spoke the following words
chapter 1,arjun vihd yog,1.28,arjun said o krishna seeing my own kinsmen arrayed for battle here and intent on killing each other my limbs are giving way and my mouth is drying up
chapter 1,arjun vihd yog,9.13,my whole body shudders my hair is standing on end my bow the gv is slipping from my hand and my skin is burning all over my mind is in quandary and whirling in confusion i am unable to hold myself steady any longer o krishna killer of the keshi demon i only see omens of misfortune i do not foresee how any good can come from killing my own kinsmen in this battle
chapter 1,arjun vihd yog,9.13,o krishna i do not desire victory kingdom or the happiness accruing to it of what avail will be a kingdom pleasures or even life itself when the very persons for whom we covet them are standing before us for battle
chapter 1,arjun vihd yog,9.13,teachers fathers sons grandfathers maternal uncles grandsons fathersinlaw grandnephews brothersinlaw and other kinsmen are present here staking their lives and riches o madhusudan i do not wish to slay them even if they attack me if we kill the sons of dhritarashtra what satisfaction will we derive from the dominion over the three worlds what to speak of this earth
chapter 1,arjun vihd yog,9.13,o maintainer of all living entities what pleasure will we derive from killing the sons of dhritarasthra even though they may be aggressors sin will certainly come upon us if we slay them hence it does not behoove us to kill our own cousins the sons of dhritarashtra and friends o madhav krishna how can we hope to be happy by killing our own kinsmen
chapter 1,arjun vihd yog,9.13,their thoughts are overpowered by greed and they see no wrong in annihilating their relatives or wreaking treachery upon friends yet o janardan krishna why should we who can clearly see the crime in killing our kindred not turn away from this sin
chapter 1,arjun vihd yog,1.4,when a dynasty is destroyed its traditions get vanquished and the rest of the family becomes involved in irreligion
chapter 1,arjun vihd yog,1.41,with the preponderance of vice o krishna the women of the family become immoral and from the immorality of women o descendent of vrishni unwanted progeny are born
chapter 1,arjun vihd yog,1.42,an increase in unwanted children results in hellish life both for the family and for those who destroy the family deprived of sacrificial offerings the ancestors of such corrupt families also fall
chapter 1,arjun vihd yog,1.43,through the evil deeds of those who destroy the family tradition and thus give rise to unwanted progeny a variety of social and family welfare activities are ruined
chapter 1,arjun vihd yog,1.44,o janardan krishna i have heard from the learned that those who destroy family traditions dwell in hell for an indefinite period of time
chapter 1,arjun vihd yog,9.13,alas how strange it is that we have set our mind to perform this great sin with horrifying consequences driven by the desire for kingly pleasures we are intent on killing our own kinsmen it would be better if with weapons in hand the sons of dhritarashtra kill me unarmed and unresisting on the battlefield
chapter 1,arjun vihd yog,1.47,sanjay said speaking thus arjun cast aside his bow and arrows and sank into the seat of his chariot his mind in distress and overwhelmed with grief
chapter 2,snkhya yog,2.1,sanjay said seeing arjun overwhelmed with pity his mind griefstricken and his eyes full of tears shree krishna spoke the following words
chapter 2,snkhya yog,2.2,the supreme lord said my dear arjun how has this delusion overcome you in this hour of peril it is not befitting an honorable person it leads not to the higher abodes but to disgrace
chapter 2,snkhya yog,2.3,o parth it does not befit you to yield to this unmanliness give up such petty weakness of heart and arise o vanquisher of enemies
chapter 2,snkhya yog,2.4,arjun said o madhusudan how can i shoot arrows in battle on men like bheeshma and dronacharya who are worthy of my worship o destroyer of enemies
chapter 2,snkhya yog,2.5,it would be better to live in this world by begging than to enjoy life by killing these noble elders who are my teachers if we kill them the wealth and pleasures we enjoy will be tainted with blood
chapter 2,snkhya yog,2.6,we do not even know which result of this war is preferable for usconquering them or being conquered by them even after killing them we will not desire to live yet they have taken the side of the sons of dhritarasthra and now stand before us on the battlefield
chapter 2,snkhya yog,2.7,i am confused about my duty and am besieged with anxiety and faintheartedness i am your disciple and am surrendered to you please instruct me for certain what is best for me
chapter 2,snkhya yog,2.8,i can find no means of driving away this anguish that is drying up my senses even if i win a prosperous and unrivalled kingdom on the earth or gain sovereignty like the celestial gods i will be unable to dispel this grief
chapter 2,snkhya yog,2.9,sanjay said having thus spoken gudakesh that chastiser of enemies addressed hrishikesh govind i shall not fight and became silent
chapter 2,snkhya yog,2.1,o dhritarashtra thereafter in the midst of both the armies shree krishna smilingly spoke the following words to the griefstricken arjun
chapter 2,snkhya yog,2.11,the supreme lord said while you speak words of wisdom you are mourning for that which is not worthy of grief the wise lament neither for the living nor for the dead
chapter 2,snkhya yog,2.12,never was there a time when i did not exist nor you nor all these kings nor in the future shall any of us cease to be
chapter 2,snkhya yog,2.13,just as the embodied soul continuously passes from childhood to youth to old age similarly at the time of death the soul passes into another body the wise are not deluded by this
chapter 2,snkhya yog,2.14,o son of kunti the contact between the senses and the sense objects gives rise to fleeting perceptions of happiness and distress these are nonpermanent and come and go like the winter and summer seasons o descendent of bharat one must learn to tolerate them without being disturbed
chapter 2,snkhya yog,2.15,o arjun noblest amongst men that person who is not affected by happiness and distress and remains steady in both becomes eligible for liberation
chapter 2,snkhya yog,2.16,of the transient there is no endurance and of the eternal there is no cessation this has verily been observed and concluded by the seers of the truth after studying the nature of both
chapter 2,snkhya yog,2.17,that which pervades the entire body know it to be indestructible no one can cause the destruction of the imperishable soul
chapter 2,snkhya yog,2.18,only the material body is perishable the embodied soul within is indestructible immeasurable and eternal therefore fight o descendent of bharat
chapter 2,snkhya yog,2.19,neither of them is in knowledgethe one who thinks the soul can slay and the one who thinks the soul can be slain for truly the soul neither kills nor can it be killed
chapter 2,snkhya yog,2.2,the soul is neither born nor does it ever die nor having once existed does it ever cease to be the soul is without birth eternal immortal and ageless it is not destroyed when the body is destroyed
chapter 2,snkhya yog,2.21,o parth how can one who knows the soul to be imperishable eternal unborn and immutable kill anyone or cause anyone to kill
chapter 2,snkhya yog,2.22,as a person sheds wornout garments and wears new ones likewise at the time of death the soul casts off its wornout body and enters a new one
chapter 2,snkhya yog,2.23,weapons cannot shred the soul nor can fire burn it water cannot wet it nor can the wind dry it
chapter 2,snkhya yog,2.24,the soul is unbreakable and incombustible it can neither be dampened nor dried it is everlasting in all places unalterable immutable and primordial
chapter 2,snkhya yog,2.25,the soul is spoken of as invisible inconceivable and unchangeable knowing this you should not grieve for the body
chapter 2,snkhya yog,2.26,if however you think that the self is subject to constant birth and death o mightyarmed arjun even then you should not grieve like this
chapter 2,snkhya yog,2.27,death is certain for one who has been born and rebirth is inevitable for one who has died therefore you should not lament over the inevitable
chapter 2,snkhya yog,2.28,o scion of bharat all created beings are unmanifest before birth manifest in life and again unmanifest on death so why grieve
chapter 2,snkhya yog,2.29,some see the soul as amazing some describe it as amazing and some hear of the soul as amazing while others even on hearing cannot understand it at all
chapter 2,snkhya yog,2.3,o arjun the soul that dwells within the body is immortal therefore you should not mourn for anyone
chapter 2,snkhya yog,2.31,besides considering your duty as a warrior you should not waver indeed for a warrior there is no better engagement than fighting for upholding of righteousness
chapter 2,snkhya yog,2.32,o parth happy are the warriors to whom such opportunities to defend righteousness come unsought opening for them the stairway to the celestial abodes
chapter 2,snkhya yog,2.33,if however you refuse to fight this righteous war abandoning your social duty and reputation you will certainly incur sin
chapter 2,snkhya yog,2.34,people will speak of you as a coward and a deserter for a respectable person infamy is worse than death
chapter 2,snkhya yog,2.35,the great generals who hold you in high esteem will think that you fled from the battlefield out of fear and thus will lose their respect for you
chapter 2,snkhya yog,2.36,your enemies will defame and humiliate you with unkind words disparaging your might alas what could be more painful than that
chapter 2,snkhya yog,2.37,if you fight you will either be slain on the battlefield and go to the celestial abodes or you will gain victory and enjoy the kingdom on earth therefore arise with determination o son of kunti and be prepared to fight
chapter 2,snkhya yog,2.38,fight for the sake of duty treating alike happiness and distress loss and gain victory and defeat fulfilling your responsibility in this way you will never incur sin
chapter 2,snkhya yog,2.39,hitherto i have explained to you snkhya yog or analytic knowledge regarding the nature of the soul now listen o parth as i reveal buddhi yog or the yog of intellect when you work with such understanding you will be freed from the bondage of karma
chapter 2,snkhya yog,2.4,working in this state of consciousness there is no loss or adverse result and even a little effort saves one from great danger
chapter 2,snkhya yog,2.41,o descendent of the kurus the intellect of those who are on this path is resolute and their aim is onepointed but the intellect of those who are irresolute is manybranched
chapter 2,snkhya yog,9.13,those with limited understanding get attracted to the flowery words of the vedas which advocate ostentatious rituals for elevation to the celestial abodes and presume no higher principle is described in them they glorify only those portions of the vedas that please their senses and perform pompous ritualistic ceremonies for attaining high birth opulence sensual enjoyment and elevation to the heavenly planets
chapter 2,snkhya yog,2.44,with their minds deeply attached to worldly pleasures and their intellects bewildered by such things they are unable to possess the resolute determination for success on the path to god
chapter 2,snkhya yog,2.45,the vedas deal with the three modes of material nature o arjun rise above the three modes to a state of pure spiritual consciousness freeing yourself from dualities eternally fixed in truth and without concern for material gain and safety be situated in the self
chapter 2,snkhya yog,2.46,whatever purpose is served by a small well of water is naturally served in all respects by a large lake similarly one who realizes the absolute truth also fulfills the purpose of all the vedas
chapter 2,snkhya yog,2.47,you have a right to perform your prescribed duties but you are not entitled to the fruits of your actions never consider yourself to be the cause of the results of your activities nor be attached to inaction
chapter 2,snkhya yog,2.48,be steadfast in the performance of your duty o arjun abandoning attachment to success and failure such equanimity is called yog
chapter 2,snkhya yog,2.49,seek refuge in divine knowledge and insight o arjun and discard rewardseeking actions that are certainly inferior to works performed with the intellect established in divine knowledge miserly are those who seek to enjoy the fruits of their works
chapter 2,snkhya yog,2.5,one who prudently practices the science of work without attachment can get rid of both good and bad reactions in this life itself therefore strive for yog which is the art of working skillfully in proper consciousness
chapter 2,snkhya yog,2.51,the wise endowed with equanimity of intellect abandon attachment to the fruits of actions which bind one to the cycle of life and death by working in such consciousness they attain the state beyond all suffering
chapter 2,snkhya yog,2.52,when your intellect crosses the quagmire of delusion you will then acquire indifference to what has been heard and what is yet to be heard about enjoyments in this world and the next
chapter 2,snkhya yog,2.53,when your intellect ceases to be allured by the fruitive sections of the vedas and remains steadfast in divine consciousness you will then attain the state of perfect yog
chapter 2,snkhya yog,2.54,arjun said  o keshav what is the disposition of one who is situated in divine consciousness how does an enlightened person talk how does he sit how does he walk
chapter 2,snkhya yog,2.55,the supreme lord said o parth when one discards all selfish desires and cravings of the senses that torment the mind and becomes satisfied in the realization of the self such a person is said to be transcendentally situated
chapter 2,snkhya yog,2.56,one whose mind remains undisturbed amidst misery who does not crave for pleasure and who is free from attachment fear and anger is called a sage of steady wisdom
chapter 2,snkhya yog,2.57,one who remains unattached under all conditions and is neither delighted by good fortune nor dejected by tribulation he is a sage with perfect knowledge
chapter 2,snkhya yog,2.58,one who is able to withdraw the senses from their objects just as a tortoise withdraws its limbs into its shell is established in divine wisdom
chapter 2,snkhya yog,2.59,aspirants may restrain the senses from their objects of enjoyment but the taste for the sense objects remains however even this taste ceases for those who realizes the supreme
chapter 2,snkhya yog,2.6,the senses are so strong and turbulent o son of kunti that they can forcibly carry away the mind even of a person endowed with discrimination who practices selfcontrol
chapter 2,snkhya yog,2.61,they are established in perfect knowledge who subdue their senses and keep their minds ever absorbed in me
chapter 2,snkhya yog,2.62,while contemplating on the objects of the senses one develops attachment to them attachment leads to desire and from desire arises anger
chapter 2,snkhya yog,2.63,anger leads to clouding of judgment which results in bewilderment of memory when memory is bewildered the intellect gets destroyed and when the intellect is destroyed one is ruined
chapter 2,snkhya yog,2.64,but one who controls the mind and is free from attachment and aversion even while using the objects of the senses attains the grace of god
chapter 2,snkhya yog,2.65,by divine grace comes the peace in which all sorrows end and the intellect of such a person of tranquil mind soon becomes firmly established in god
chapter 2,snkhya yog,2.66,but an undisciplined person who has not controlled the mind and senses can neither have a resolute intellect nor steady contemplation on god for one who never unites the mind with god there is no peace and how can one who lacks peace be happy
chapter 2,snkhya yog,2.67,just as a strong wind sweeps a boat off its chartered course on the water even one of the senses on which the mind focuses can lead the intellect astray
chapter 2,snkhya yog,2.68,therefore one who has restrained the senses from their objects o mighty armed arjun is firmly established in transcendental knowledge
chapter 2,snkhya yog,2.69,what all beings consider as day is the night of ignorance for the wise and what all creatures see as night is the day for the introspective sage
chapter 2,snkhya yog,2.7,just as the ocean remains undisturbed by the incessant flow of waters from rivers merging into it likewise the sage who is unmoved despite the flow of desirable objects all around him attains peace and not the person who strives to satisfy desires
chapter 2,snkhya yog,2.71,that person who gives up all material desires and lives free from a sense of greed proprietorship and egoism attains perfect peace
chapter 2,snkhya yog,2.72,o parth such is the state of an enlightened soul that having attained it one is never again deluded being established in this consciousness even at the hour of death one is liberated from the cycle of life and death and reaches the supreme abode of god
chapter 3,karm yog,9.13,arjun said o janardan if you consider knowledge superior to action then why do you ask me to wage this terrible war my intellect is bewildered by your ambiguous advice please tell me decisively the one path by which i may attain the highest good
chapter 3,karm yog,3.3,the lord said o sinless one the two paths leading to enlightenment were previously explained by me the path of knowledge for those inclined toward contemplation and the path of work for those inclined toward action
chapter 3,karm yog,3.4,one cannot achieve freedom from karmic reactions by merely abstaining from work nor can one attain perfection of knowledge by mere physical renunciation
chapter 3,karm yog,3.5,there is no one who can remain without action even for a moment indeed all beings are compelled to act by their qualities born of material nature the three guas
chapter 3,karm yog,3.6,those who restrain the external organs of action while continuing to dwell on sense objects in the mind certainly delude themselves and are to be called hypocrites
chapter 3,karm yog,3.7,but those karm yogis who control their knowledge senses with the mind o arjun and engage the working senses in working without attachment are certainly superior
chapter 3,karm yog,3.8,you should thus perform your prescribed vedic duties since action is superior to inaction by ceasing activity even your bodily maintenance will not be possible
chapter 3,karm yog,3.9,work must be done as a yajna to the supreme lord otherwise work causes bondage in this material world therefore o son of kunti for the satisfaction of god perform your prescribed duties without being attached to the results
chapter 3,karm yog,3.1,in the beginning of creation brahma created humankind along with duties and said prosper in the performance of these yajas sacrifices for they shall bestow upon you all you wish to achieve
chapter 3,karm yog,3.11,by your sacrifices the celestial gods will be pleased and by cooperation between humans and the celestial gods great prosperity will reign for all
chapter 3,karm yog,3.12,the celestial gods being satisfied by the performance of sacrifice will grant you all the desired necessities of life but those who enjoy what is given to them without making offerings in return are verily thieves
chapter 3,karm yog,3.13,the spirituallyminded who eat food that is first offered in sacrifice are released from all kinds of sin others who cook food for their own enjoyment verily eat only sin
chapter 3,karm yog,3.14,all living beings subsist on food and food is produced by rains rains come from the performance of sacrifice and sacrifice is produced by the performance of prescribed duties
chapter 3,karm yog,3.15,the duties for human beings are described in the vedas and the vedas are manifested by god himself therefore the allpervading lord is eternally present in acts of sacrifice
chapter 3,karm yog,3.16,o parth those who do not accept their responsibility in the cycle of sacrifice established by the vedas are sinful they live only for the delight of their senses indeed their lives are in vain
chapter 3,karm yog,3.17,but those who rejoice in the self who are illumined and fully satisfied in the self for them there is no duty
chapter 3,karm yog,3.18,such selfrealized souls have nothing to gain or lose either in discharging or renouncing their duties nor do they need to depend on other living beings to fulfill their selfinterest
chapter 3,karm yog,3.19,therefore giving up attachment perform actions as a matter of duty because by working without being attached to the fruits one attains the supreme
chapter 3,karm yog,9.13,by performing their prescribed duties king janak and others attained perfection you should also perform your duties to set an example for the good of the world whatever actions great persons perform common people follow whatever standards they set all the world pursues
chapter 3,karm yog,3.22,there is no duty for me to do in all the three worlds o parth nor do i have anything to gain or attain yet i am engaged in prescribed duties
chapter 3,karm yog,3.23,for if i did not carefully perform the prescribed duties o parth all men would follow my path in all respects
